song_id,artist_name,title,timbre_mean,timbre_max,timbre_min,timbre_std,pitch_mean,pitch_max,pitch_min,pitch_std
SOPKVPX12A8C13868F,Molesta_Ewenement,To My_ Niechciani,"[44.45790481567383, 31.370037078857422, 1.511021375656128, 5.2525200843811035, -2.462491750717163, 0.3320023715496063, 4.948283672332764, -10.186450958251953, -1.2873586416244507, -13.842988014221191, -0.17500238120555878, 3.969928741455078]","[50.68899917602539, 253.50799560546875, 147.1009979248047, 317.40399169921875, 87.23699951171875, 159.79299926757812, 87.10800170898438, 131.26100158691406, 57.165000915527344, 70.26000213623047, 74.35700225830078, 71.65799713134766]","[2.611999988555908, -118.17500305175781, -208.96600341796875, -135.5659942626953, -116.83699798583984, -99.0719985961914, -76.35800170898438, -108.46700286865234, -58.42399978637695, -108.90799713134766, -64.58599853515625, -41.840999603271484]","[3.2772417068481445, 46.701576232910156, 45.03915786743164, 42.968994140625, 35.27907943725586, 29.654523849487305, 26.02472496032715, 34.2452507019043, 18.917367935180664, 25.513111114501953, 19.12167739868164, 17.584957122802734]","[0.6853935122489929, 0.6107553243637085, 0.29643625020980835, 0.27620983123779297, 0.2856714129447937, 0.39630642533302307, 0.2251947671175003, 0.2087308019399643, 0.24528028070926666, 0.2599889039993286, 0.3498915135860443, 0.16516231000423431]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.01899999938905239, 0.02199999988079071, 0.003000000026077032, 0.0, 0.0010000000474974513, 0.004999999888241291, 0.003000000026077032, 0.0020000000949949026, 0.006000000052154064, 0.0010000000474974513, 0.003000000026077032, 0.003000000026077032]","[0.34707164764404297, 0.3109426200389862, 0.23214319348335266, 0.22068645060062408, 0.2654627561569214, 0.3313494324684143, 0.2254645824432373, 0.20340155065059662, 0.24636410176753998, 0.25722047686576843, 0.2781045734882355, 0.1666932851076126]"
SORVMCT12A6D4FA8F7,Mau_Mau,Gamble Calypso,"[43.61880111694336, 0.13292084634304047, 15.596590042114258, 6.828046798706055, -10.09704875946045, 4.520605564117432, -4.211769104003906, -7.662801742553711, 1.4717223644256592, -2.1794559955596924, -3.4891438484191895, 1.9998729228973389]","[53.375999450683594, 220.80499267578125, 234.08700561523438, 226.3939971923828, 124.51499938964844, 176.00399780273438, 121.86100006103516, 109.59700012207031, 83.5790023803711, 109.28900146484375, 107.43599700927734, 109.69599914550781]","[0.0, -149.40899658203125, -110.12799835205078, -275.9859924316406, -111.07599639892578, -128.697998046875, -86.1780014038086, -90.12100219726562, -115.64099884033203, -82.21099853515625, -78.5009994506836, -60.604000091552734]","[6.0676655769348145, 53.972557067871094, 49.34015655517578, 46.80933380126953, 32.204280853271484, 37.00782012939453, 28.29645347595215, 28.518569946289062, 20.11022186279297, 20.88242530822754, 20.876684188842773, 18.6328125]","[0.3800802528858185, 0.510381281375885, 0.5599219799041748, 0.3551805913448334, 0.2993355691432953, 0.2714180648326874, 0.31787624955177307, 0.2748260796070099, 0.22479040920734406, 0.38553398847579956, 0.23536008596420288, 0.37703344225883484]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0010000000474974513, 0.004999999888241291, 0.00800000037997961, 0.004999999888241291, 0.0010000000474974513, 0.0, 0.0, 0.0, 0.0, 0.004999999888241291, 0.0, 0.0]","[0.27764663100242615, 0.31793078780174255, 0.33644765615463257, 0.27277109026908875, 0.2610022723674774, 0.25003504753112793, 0.28369075059890747, 0.2733445167541504, 0.23055878281593323, 0.30802953243255615, 0.23646700382232666, 0.34087228775024414]"
SODVLYP12A6D4FCCA3,Chico_Cesar,Feriado,"[46.43431854248047, 7.147550582885742, -13.677749633789062, -9.498198509216309, -10.44853687286377, 11.744108200073242, 5.31673526763916, 9.726157188415527, 8.600130081176758, 5.750660419464111, -9.051512718200684, 1.140788197517395]","[54.249000549316406, 171.1300048828125, 108.13099670410156, 114.56600189208984, 81.09500122070312, 204.61700439453125, 93.99099731445312, 133.80799865722656, 86.7239990234375, 105.75199890136719, 63.96900177001953, 61.39799880981445]","[0.0, -124.46099853515625, -184.18600463867188, -165.66900634765625, -87.10700225830078, -84.4739990234375, -87.48500061035156, -77.00900268554688, -71.28500366210938, -107.56099700927734, -70.96900177001953, -69.81900024414062]","[3.287461280822754, 36.075260162353516, 41.486629486083984, 39.02804183959961, 27.695920944213867, 37.6413459777832, 27.257009506225586, 26.739952087402344, 21.33016014099121, 22.75137710571289, 21.67337417602539, 18.09583282470703]","[0.49637559056282043, 0.5029639005661011, 0.3856133222579956, 0.33479371666908264, 0.4222294092178345, 0.3203108310699463, 0.29363366961479187, 0.3030693829059601, 0.3274199962615967, 0.45378169417381287, 0.3350101709365845, 0.3585485517978668]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.007000000216066837, 0.008999999612569809, 0.006000000052154064, 0.006000000052154064, 0.004999999888241291, 0.003000000026077032, 0.003000000026077032, 0.0010000000474974513, 0.007000000216066837, 0.013000000268220901, 0.004999999888241291, 0.0020000000949949026]","[0.32291021943092346, 0.3101644515991211, 0.32989445328712463, 0.28269028663635254, 0.33406102657318115, 0.2497369349002838, 0.24303247034549713, 0.2695671617984772, 0.264191210269928, 0.3377857208251953, 0.26255857944488525, 0.2993602156639099]"
SOCUSAL12AB0182310,Bert_Kaempfert,Sugar Bush,"[32.25877380371094, 13.863306999206543, -25.726057052612305, 4.784296035766602, 5.9533257484436035, 7.51786470413208, -3.800189256668091, -9.684538841247559, 16.92757225036621, 3.6803243160247803, -4.440767765045166, 10.146466255187988]","[51.909000396728516, 216.968994140625, 119.99099731445312, 235.74099731445312, 67.15899658203125, 146.63299560546875, 84.12699890136719, 101.9800033569336, 67.58599853515625, 83.76200103759766, 54.82099914550781, 65.35900115966797]","[0.0, -101.96099853515625, -147.0959930419922, -229.54299926757812, -57.347999572753906, -65.93499755859375, -76.06700134277344, -57.27399826049805, -40.06399917602539, -65.90799713134766, -62.22100067138672, -64.29900360107422]","[5.010437488555908, 58.3586311340332, 41.30711364746094, 41.69272994995117, 22.624784469604492, 34.44965362548828, 24.353500366210938, 20.739009857177734, 17.507041931152344, 20.601736068725586, 18.203454971313477, 18.364133834838867]","[0.46653106808662415, 0.4545770287513733, 0.3250959515571594, 0.2715310752391815, 0.18975405395030975, 0.32367026805877686, 0.2074500024318695, 0.336899995803833, 0.3113756775856018, 0.22630946338176727, 0.40521350502967834, 0.2437216192483902]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.024000000208616257, 0.02500000037252903, 0.00800000037997961, 0.007000000216066837, 0.006000000052154064, 0.004999999888241291, 0.006000000052154064, 0.010999999940395355, 0.004999999888241291, 0.003000000026077032, 0.007000000216066837, 0.004000000189989805]","[0.3043518364429474, 0.29197564721107483, 0.3048974573612213, 0.27524784207344055, 0.20087531208992004, 0.33075737953186035, 0.18324054777622223, 0.30403536558151245, 0.2770804762840271, 0.23848852515220642, 0.3548150062561035, 0.22506235539913177]"
SOOGOQH12A8C1415D7,City_High,What Would You Do?,"[45.7842903137207, 6.089705944061279, 8.771655082702637, 4.76196813583374, 19.05955696105957, -8.987947463989258, -4.932842254638672, -7.4677934646606445, 3.7063510417938232, 7.726140975952148, -0.4571020305156708, 3.7240023612976074]","[52.733001708984375, 251.85000610351562, 130.281005859375, 254.26100158691406, 120.19599914550781, 123.78299713134766, 108.77300262451172, 119.43699645996094, 70.58000183105469, 112.47699737548828, 80.43900299072266, 71.80500030517578]","[0.00800000037997961, -133.05799865722656, -157.54600524902344, -186.7740020751953, -68.58200073242188, -90.25299835205078, -92.34300231933594, -107.31500244140625, -54.65700149536133, -60.66899871826172, -83.43699645996094, -55.555999755859375]","[5.390286445617676, 50.09868240356445, 42.83746337890625, 45.92701721191406, 32.33427047729492, 30.21867561340332, 26.667301177978516, 31.603151321411133, 20.251428604125977, 20.053529739379883, 20.432186126708984, 16.53292465209961]","[0.5219181776046753, 0.48065242171287537, 0.34536299109458923, 0.27755752205848694, 0.3644448518753052, 0.32742229104042053, 0.41346976161003113, 0.5162277817726135, 0.48426690697669983, 0.4960806667804718, 0.4207817316055298, 0.3310462534427643]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.014000000432133675, 0.020999999716877937, 0.014000000432133675, 0.012000000104308128, 0.008999999612569809, 0.014999999664723873, 0.017000000923871994, 0.020999999716877937, 0.014000000432133675, 0.010999999940395355, 0.010999999940395355, 0.007000000216066837]","[0.3373575508594513, 0.32037287950515747, 0.27096298336982727, 0.23145481944084167, 0.2656884491443634, 0.2456517517566681, 0.26968881487846375, 0.3176371157169342, 0.31664127111434937, 0.338535338640213, 0.29899975657463074, 0.29750898480415344]"
SOZQCOR12A8151D3FC,Hal_Russell,For Free,"[33.23828125, 72.40545654296875, 55.768157958984375, 19.674060821533203, 28.138097763061523, -9.094210624694824, -16.191633224487305, -3.8271596431732178, 11.293863296508789, 6.962285995483398, -2.232246160507202, -10.176528930664062]","[48.750999450683594, 289.9930114746094, 269.7829895019531, 363.44500732421875, 146.1699981689453, 193.28700256347656, 96.46199798583984, 131.37899780273438, 140.50599670410156, 84.75, 71.08599853515625, 141.9530029296875]","[0.0, -66.43099975585938, -105.7030029296875, -191.00599670410156, -120.50700378417969, -167.22999572753906, -141.84100341796875, -99.63300323486328, -116.16500091552734, -64.9469985961914, -102.62699890136719, -156.58799743652344]","[5.9609599113464355, 58.66291809082031, 58.88520431518555, 39.94366455078125, 37.70621109008789, 29.249088287353516, 35.09311294555664, 25.233963012695312, 31.575122833251953, 17.254981994628906, 18.561325073242188, 36.880035400390625]","[0.3876922130584717, 0.6749070882797241, 0.4047943353652954, 0.32539644837379456, 0.33594751358032227, 0.2982056736946106, 0.2735773026943207, 0.2582269608974457, 0.26665177941322327, 0.21611915528774261, 0.27278226613998413, 0.24096453189849854]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.004000000189989805, 0.013000000268220901, 0.004000000189989805, 0.006000000052154064, 0.009999999776482582, 0.010999999940395355, 0.009999999776482582, 0.008999999612569809, 0.008999999612569809, 0.004000000189989805, 0.008999999612569809, 0.003000000026077032]","[0.2577827274799347, 0.3443920314311981, 0.3130508363246918, 0.28675973415374756, 0.3187573254108429, 0.2615092992782593, 0.2598945200443268, 0.2408396452665329, 0.27010270953178406, 0.23319467902183533, 0.27752843499183655, 0.23485727608203888]"
SODKOLK12A6D4FB6B1,Tommy_James_And_The_Shondells,Gettin' Together,"[42.11040496826172, 38.55556869506836, 61.99606704711914, 21.74416160583496, -32.57250213623047, 13.623964309692383, -6.370377063751221, -3.4900150299072266, 16.28394317626953, 3.7997052669525146, -7.140580177307129, -4.487369537353516]","[50.301998138427734, 171.1300048828125, 138.4969940185547, 120.04499816894531, 57.49100112915039, 144.9530029296875, 87.68900299072266, 53.12799835205078, 71.802001953125, 68.29199981689453, 65.1709976196289, 35.4900016784668]","[0.0, -64.31300354003906, -64.89399719238281, -218.83299255371094, -108.59400177001953, -67.5979995727539, -81.21399688720703, -50.79600143432617, -32.52199935913086, -44.792999267578125, -74.87799835205078, -57.5890007019043]","[5.213440895080566, 36.43182373046875, 31.35747528076172, 38.73505401611328, 24.18722915649414, 27.858673095703125, 19.68917465209961, 16.55733871459961, 15.823898315429688, 13.580004692077637, 16.47118377685547, 15.147703170776367]","[0.4450596868991852, 0.4787854552268982, 0.4309384226799011, 0.50489741563797, 0.29751306772232056, 0.3128899335861206, 0.3457891643047333, 0.5363768935203552, 0.51838618516922, 0.41826680302619934, 0.4307425320148468, 0.30970150232315063]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.029999999329447746, 0.035999998450279236, 0.017999999225139618, 0.029999999329447746, 0.013000000268220901, 0.01899999938905239, 0.01899999938905239, 0.05299999937415123, 0.0430000014603138, 0.024000000208616257, 0.013000000268220901, 0.024000000208616257]","[0.27636975049972534, 0.2854618430137634, 0.27839887142181396, 0.3313068151473999, 0.17668072879314423, 0.21886180341243744, 0.234375, 0.31271669268608093, 0.32633206248283386, 0.2741812467575073, 0.31224557757377625, 0.2094561755657196]"
SODZSJG12A6D4F87AF,Line_Renaud,Mambo Bacan,"[43.1270637512207, -12.420547485351562, 26.389440536499023, 2.2292983531951904, 4.21097469329834, -4.069623947143555, -20.09747886657715, -4.634675979614258, 20.744321823120117, 9.058633804321289, 1.3191584348678589, 16.683805465698242]","[50.15399932861328, 162.98699951171875, 199.3350067138672, 269.0719909667969, 118.23999786376953, 105.16500091552734, 61.9119987487793, 123.98999786376953, 85.20099639892578, 74.7300033569336, 147.5070037841797, 82.1500015258789]","[9.345000267028809, -172.447998046875, -95.99800109863281, -266.92498779296875, -77.68199920654297, -154.5399932861328, -106.63800048828125, -110.26300048828125, -59.83399963378906, -68.90399932861328, -45.28799819946289, -34.60300064086914]","[4.061703205108643, 53.89546585083008, 41.97929382324219, 38.63832473754883, 29.307788848876953, 26.37662124633789, 26.66297721862793, 27.26704216003418, 24.735179901123047, 19.194053649902344, 16.647064208984375, 20.38100242614746]","[0.5582079291343689, 0.4128713011741638, 0.32508769631385803, 0.22315841913223267, 0.24210324883460999, 0.30086278915405273, 0.21841442584991455, 0.2252192348241806, 0.23369447886943817, 0.32812023162841797, 0.31025177240371704, 0.3254031240940094]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.023000000044703484, 0.010999999940395355, 0.010999999940395355, 0.004999999888241291, 0.004000000189989805, 0.004999999888241291, 0.004999999888241291, 0.003000000026077032, 0.004999999888241291, 0.004000000189989805, 0.004000000189989805, 0.004999999888241291]","[0.36247751116752625, 0.30656564235687256, 0.304349809885025, 0.22729149460792542, 0.25512492656707764, 0.3341955542564392, 0.22900085151195526, 0.24841134250164032, 0.2173784226179123, 0.2826530337333679, 0.287411093711853, 0.2804577648639679]"
SOZPUVL12AB0188069,Autumnblaze,Haughtiness And Puerile Dreams,"[49.69656753540039, 39.36857604980469, 24.50208282470703, -1.8577958345413208, -46.492393493652344, -28.251155853271484, 16.878616333007812, -0.7177824378013611, 12.88486099243164, 7.942159652709961, 1.4484485387802124, 7.356476783752441]","[53.64099884033203, 135.89999389648438, 153.031005859375, 399.6369934082031, 6.543000221252441, 78.13099670410156, 86.18800354003906, 74.73100280761719, 52.19900131225586, 60.972999572753906, 139.64599609375, 41.933998107910156]","[15.527999877929688, -65.43900299072266, -126.58999633789062, -394.5799865722656, -106.91000366210938, -216.1269989013672, -54.071998596191406, -122.30799865722656, -32.52799987792969, -70.67500305175781, -112.33499908447266, -32.34400177001953]","[3.3585939407348633, 28.239511489868164, 25.151851654052734, 27.72734832763672, 20.431476593017578, 23.444704055786133, 14.258687019348145, 14.315641403198242, 10.676196098327637, 11.676728248596191, 13.126226425170898, 10.831475257873535]","[0.37719523906707764, 0.4150700569152832, 0.4691326320171356, 0.35302087664604187, 0.520649790763855, 0.32263636589050293, 0.3456527590751648, 0.26896125078201294, 0.25880923867225647, 0.3564649820327759, 0.37224888801574707, 0.401368111371994]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.01899999938905239, 0.02199999988079071, 0.014000000432133675, 0.02800000086426735, 0.028999999165534973, 0.020999999716877937, 0.03700000047683716, 0.020999999716877937, 0.014999999664723873, 0.012000000104308128, 0.024000000208616257, 0.02199999988079071]","[0.2920689880847931, 0.3064591884613037, 0.3545563220977783, 0.2305789589881897, 0.33867722749710083, 0.21909789741039276, 0.2742457091808319, 0.20467686653137207, 0.23404617607593536, 0.2600668966770172, 0.3056303858757019, 0.2582037150859833]"
SODJQBY12AC46885B5,Zagar_feat_Underground_Divas,Wings Of Love,"[47.71499252319336, 4.435909748077393, -3.178892135620117, 9.548360824584961, -18.368669509887695, -17.975645065307617, 12.456059455871582, 3.2970306873321533, 0.4974033832550049, 1.38189697265625, 1.3968381881713867, -0.5346248149871826]","[55.21099853515625, 154.3780059814453, 141.76800537109375, 219.0030059814453, 106.2020034790039, 218.6300048828125, 119.93199920654297, 74.33100128173828, 73.96099853515625, 66.58899688720703, 91.87999725341797, 50.470001220703125]","[5.188000202178955, -131.46600341796875, -198.98399353027344, -163.4040069580078, -140.9949951171875, -132.34500122070312, -72.16799926757812, -74.95500183105469, -66.55000305175781, -50.16299819946289, -139.1750030517578, -58.75]","[5.269741535186768, 42.82524871826172, 48.13927459716797, 42.23917007446289, 32.30171203613281, 30.827951431274414, 23.167957305908203, 19.821598052978516, 16.5091609954834, 15.186755180358887, 18.522369384765625, 15.11431884765625]","[0.34422221779823303, 0.5294573307037354, 0.2671046555042267, 0.38966667652130127, 0.33140337467193604, 0.2699814736843109, 0.38623592257499695, 0.37499356269836426, 0.5492858290672302, 0.41453784704208374, 0.3372367024421692, 0.21798792481422424]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.009999999776482582, 0.004999999888241291, 0.004999999888241291, 0.008999999612569809, 0.008999999612569809, 0.00800000037997961, 0.004999999888241291, 0.007000000216066837, 0.004999999888241291, 0.006000000052154064, 0.007000000216066837, 0.0010000000474974513]","[0.26349329948425293, 0.39289146661758423, 0.23455560207366943, 0.3209068179130554, 0.26584744453430176, 0.22328896820545197, 0.3241153657436371, 0.2988291084766388, 0.38116344809532166, 0.3396909534931183, 0.2525181770324707, 0.2525886297225952]"
SOAWNUW12AC46877F8,Edmundo_Ros,The Bull Frog,"[37.51335906982422, -38.61824035644531, 24.36818504333496, 9.908379554748535, 56.6379508972168, -0.8950205445289612, 5.974361419677734, 4.740654468536377, -0.6439138650894165, 1.5457069873809814, 2.4235000610351562, 20.21343994140625]","[45.417999267578125, 171.1300048828125, 217.63800048828125, 291.46099853515625, 136.76600646972656, 99.40599822998047, 98.98400115966797, 90.27200317382812, 87.93299865722656, 78.35299682617188, 53.926998138427734, 94.44200134277344]","[0.0, -157.6909942626953, -109.322998046875, -318.3559875488281, -75.81900024414062, -72.37100219726562, -79.22699737548828, -77.84500122070312, -107.86000061035156, -51.361000061035156, -56.27199935913086, -61.53099822998047]","[4.260077476501465, 49.74116897583008, 51.93130111694336, 33.48629379272461, 33.51449203491211, 27.4447021484375, 29.593013763427734, 22.473323822021484, 25.769302368164062, 20.565404891967773, 13.623360633850098, 25.693763732910156]","[0.5214216113090515, 0.42369407415390015, 0.37610411643981934, 0.36010411381721497, 0.3044588565826416, 0.37752312421798706, 0.21417094767093658, 0.2879794239997864, 0.3609563112258911, 0.44961825013160706, 0.3686220943927765, 0.37830719351768494]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.017000000923871994, 0.014999999664723873, 0.019999999552965164, 0.00800000037997961, 0.008999999612569809, 0.014000000432133675, 0.004999999888241291, 0.004999999888241291, 0.004999999888241291, 0.006000000052154064, 0.00800000037997961, 0.006000000052154064]","[0.32018449902534485, 0.30323007702827454, 0.29551419615745544, 0.2904604971408844, 0.29309070110321045, 0.308836966753006, 0.21716256439685822, 0.25883713364601135, 0.28979432582855225, 0.3218625783920288, 0.29999682307243347, 0.3079153895378113]"
SOCPUJD12AC468AD40,Berrogüetto,Lusco,"[36.19688034057617, -39.61333465576172, -13.600589752197266, -16.620283126831055, -10.774617195129395, -13.786133766174316, -28.090314865112305, -12.772164344787598, -20.006256103515625, -5.984892845153809, 8.762471199035645, 9.426210403442383]","[45.915000915527344, 78.05500030517578, 77.02799987792969, 153.44000244140625, 82.53099822998047, 151.88299560546875, 35.78900146484375, 35.119998931884766, 32.810001373291016, 46.731998443603516, 70.95099639892578, 48.90800094604492]","[19.235000610351562, -133.2989959716797, -142.5500030517578, -205.44200134277344, -68.84200286865234, -83.4000015258789, -109.55400085449219, -67.5979995727539, -80.71499633789062, -64.09200286865234, -59.564998626708984, -39.9630012512207]","[4.887517929077148, 39.45219802856445, 52.752010345458984, 37.133670806884766, 26.915037155151367, 26.95514488220215, 21.29363250732422, 18.88211441040039, 17.381296157836914, 14.261148452758789, 14.697317123413086, 13.973360061645508]","[0.08898084610700607, 0.23257088661193848, 0.5260536670684814, 0.08990038186311722, 0.25549808144569397, 0.12019157409667969, 0.23044444620609283, 0.2753448188304901, 0.07855938374996185, 0.4534444510936737, 0.07007662951946259, 0.16667816042900085]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7950000166893005, 1.0, 1.0, 1.0]","[0.003000000026077032, 0.006000000052154064, 0.007000000216066837, 0.006000000052154064, 0.007000000216066837, 0.004000000189989805, 0.006000000052154064, 0.004000000189989805, 0.004999999888241291, 0.003000000026077032, 0.0020000000949949026, 0.003000000026077032]","[0.1646469235420227, 0.30189788341522217, 0.3656257390975952, 0.11854687333106995, 0.3247626721858978, 0.2158944010734558, 0.325144499540329, 0.35589438676834106, 0.10325288772583008, 0.35247790813446045, 0.11367353051900864, 0.24413904547691345]"
SOTGKDD12AC9072C18,Save_As,House Music,"[45.564945220947266, 46.29526138305664, -22.406030654907227, 24.176353454589844, 3.3120734691619873, -12.836817741394043, 3.042499303817749, -6.337629318237305, 3.649163246154785, 0.9481295347213745, 8.604270935058594, 8.362709999084473]","[52.24700164794922, 272.9179992675781, 90.82099914550781, 336.3370056152344, 93.34200286865234, 292.81201171875, 55.04100036621094, 107.18299865722656, 43.85599899291992, 58.840999603271484, 74.87999725341797, 51.112998962402344]","[17.56800079345703, -91.9739990234375, -117.83100128173828, -86.4540023803711, -88.7300033569336, -104.62300109863281, -64.43599700927734, -81.85700225830078, -52.46799850463867, -93.7760009765625, -61.10900115966797, -41.68299865722656]","[3.8766727447509766, 55.84262466430664, 31.53184700012207, 47.99187088012695, 28.452198028564453, 42.54174041748047, 19.07493782043457, 34.61591339111328, 13.475540161132812, 23.3408260345459, 18.774227142333984, 12.442437171936035]","[0.39776191115379333, 0.8617829084396362, 0.36726611852645874, 0.37068837881088257, 0.37618908286094666, 0.21354061365127563, 0.25591525435447693, 0.1961645632982254, 0.37924718856811523, 0.1590588241815567, 0.17477941513061523, 0.2611260414123535]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.009999999776482582, 0.028999999165534973, 0.014000000432133675, 0.012000000104308128, 0.008999999612569809, 0.012000000104308128, 0.00800000037997961, 0.009999999776482582, 0.024000000208616257, 0.007000000216066837, 0.012000000104308128, 0.014000000432133675]","[0.2705238461494446, 0.2652696669101715, 0.3243929147720337, 0.3184974193572998, 0.3231127858161926, 0.2009345442056656, 0.2797375023365021, 0.190943643450737, 0.23833927512168884, 0.20359256863594055, 0.2201525717973709, 0.21524931490421295]"
SOWCTVQ12A8C134C64,Janes_Addiction,True Nature,"[51.04857635498047, 25.59389305114746, 45.99370574951172, -1.145363688468933, -24.000436782836914, -22.08035659790039, 0.34268856048583984, 2.2905960083007812, -5.731786251068115, 1.8510925769805908, -0.32240739464759827, -6.937033653259277]","[56.797000885009766, 169.76300048828125, 133.72300720214844, 246.4669952392578, 75.56099700927734, 145.5019989013672, 50.09199905395508, 43.750999450683594, 51.22600173950195, 84.39199829101562, 33.0989990234375, 68.96700286865234]","[0.06700000166893005, -93.38500213623047, -74.51200103759766, -112.03600311279297, -101.8499984741211, -62.362998962402344, -64.66300201416016, -42.643001556396484, -50.361000061035156, -27.99799919128418, -156.87600708007812, -57.15599822998047]","[6.7335004806518555, 35.809051513671875, 22.66942596435547, 17.689105987548828, 30.95449447631836, 16.333024978637695, 16.957061767578125, 12.292668342590332, 16.22911262512207, 10.474394798278809, 11.797741889953613, 15.92540168762207]","[0.640548825263977, 0.6434798240661621, 0.6169208884239197, 0.43214982748031616, 0.37492087483406067, 0.42681649327278137, 0.4071834981441498, 0.38706398010253906, 0.37898147106170654, 0.44638383388519287, 0.3392188549041748, 0.285309761762619]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.03400000184774399, 0.02199999988079071, 0.020999999716877937, 0.014000000432133675, 0.014999999664723873, 0.008999999612569809, 0.012000000104308128, 0.03500000014901161, 0.01600000075995922, 0.009999999776482582, 0.013000000268220901, 0.010999999940395355]","[0.2803472578525543, 0.2886917293071747, 0.3178617060184479, 0.23837707936763763, 0.24663886427879333, 0.29652154445648193, 0.24264170229434967, 0.23973916471004486, 0.25672993063926697, 0.2636213004589081, 0.2256971150636673, 0.19387899339199066]"
SOWNKOB12A6310E331,William_Orbit,Deus Ex Machina,"[18.065902709960938, -88.08390045166016, -58.45862579345703, -30.829421997070312, 44.42232894897461, -29.647781372070312, -2.1262948513031006, 10.735602378845215, -10.354279518127441, -0.3479803502559662, -2.1274242401123047, 4.373787879943848]","[35.33300018310547, 171.1300048828125, 87.18800354003906, 102.91600036621094, 160.1929931640625, 100.83000183105469, 199.14999389648438, 99.50199890136719, 86.95899963378906, 67.14600372314453, 53.231998443603516, 119.20700073242188]","[0.0, -211.9040069580078, -160.73500061035156, -116.25399780273438, -104.98799896240234, -78.10099792480469, -114.13099670410156, -71.04399871826172, -94.66899871826172, -42.16699981689453, -49.395999908447266, -110.33699798583984]","[4.668825626373291, 57.06760025024414, 42.44144058227539, 37.34227752685547, 45.81639862060547, 27.813812255859375, 53.42206573486328, 20.02874755859375, 24.5034236907959, 14.999469757080078, 14.241323471069336, 32.95965576171875]","[0.26664045453071594, 0.38864606618881226, 0.30450981855392456, 0.3402317464351654, 0.5853960514068604, 0.4720814526081085, 0.2855013906955719, 0.2054353952407837, 0.314117968082428, 0.14287780225276947, 0.15617837011814117, 0.21284550428390503]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.004999999888241291, 0.003000000026077032, 0.0020000000949949026, 0.004000000189989805, 0.0020000000949949026, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.003000000026077032, 0.0020000000949949026, 0.0020000000949949026, 0.003000000026077032]","[0.27580705285072327, 0.35088303685188293, 0.2935534119606018, 0.3124964237213135, 0.38519230484962463, 0.35426077246665955, 0.2872943580150604, 0.21993547677993774, 0.3349854052066803, 0.19001255929470062, 0.23625598847866058, 0.24114380776882172]"
